source,target,weight
15732509,16561284,1
15732509,17358864,1
15732509,17356024,3
15732509,16561429,3
15732509,17663944,1
15732509,4017464,1
15732509,5319633,2
15732509,13722900,1
15732509,9237734,1
15732509,15732503,3
15732509,16327998,1
15732509,16355225,1
15732509,4144377,1
15732509,6153877,2
15732509,15706875,1
15732509,15478720,1
15732509,13842372,2
15732509,13760954,1
15732509,5790355,1
15732509,15028907,1
15732509,15467736,2
15732509,16562142,1
4173633,14999928,14
4173633,4409374,6
4173633,13411394,3
4173633,4591713,7
4173633,9067063,4
4173633,15018449,1
4173633,6188181,5
4173633,17105218,1
4173633,6653450,7
4173633,15605297,4
4173633,6153877,7
4173633,10079731,2
4173633,17083341,2
4173633,10248031,1
4173633,17813457,5
4173633,17340973,1
4173633,9604434,2
4173633,17535542,1
4173633,9094797,1
4173633,18062678,1
4173633,6190181,1
4173633,18163015,1
4173633,9068346,1
4173633,8709865,1
4849988,16947349,3
4849988,4017464,7
4849988,6609380,17
4849988,4390116,3
4849988,15539984,8
4849988,16520950,5
4849988,9423829,1
4849988,4144377,2
4849988,5816138,2
4849988,17654519,8
4849988,9237734,8
4849988,5790355,5
4849988,16560178,10
4849988,16561284,10
4849988,13722900,10
4849988,5164129,1
4849988,16327998,6
4849988,4917442,2
4849988,6155577,4
4849988,7700444,14
4849988,9057043,3
4849988,4188325,1
4849988,9612903,1
4849988,13836327,1
4849988,9714476,4
4849988,9235545,4
4849988,10017944,3
4849988,15732509,2
4849988,17356024,1
4849988,10682660,1
4849988,4749004,2
4849988,17031293,9
4849988,17323054,2
4849988,4849988,2
4849988,8132513,1
4849988,9384504,1
4849988,4142619,1
16947349,4917442,25
16947349,15478720,19
16947349,5786898,15
16947349,16327998,11
16947349,9097065,13
16947349,5052370,6
16947349,16342197,1
16947349,16520950,1
16947349,4390116,1
16947349,9612903,1
16947349,2648254,4
16947349,6153877,5
16947349,16561284,8
16947349,13727202,1
16947349,6700147,1
16947349,16340011,2
16947349,16950550,6
16947349,15894178,4
16947349,6156152,3
16947349,4849988,1
16947349,4188325,1
16947349,13675374,1
16947349,16950798,2
16947349,15467736,2
16947349,16950354,2
16947349,8496618,1
16947349,17380309,1
16947349,15732509,1
16947349,12474164,1
16947349,8161142,1
16947349,4017464,1
4017464,6700147,3
4017464,16520950,6
4017464,20911961,5
4017464,16560178,33
4017464,20911955,6
4017464,17654514,17
4017464,9423829,5
4017464,16950550,3
4017464,6154921,2
4017464,4917442,5
4017464,16950767,8
4017464,13722900,1
4017464,16327998,4
4017464,16950443,4
4017464,13842372,4
4017464,13675374,1
4017464,15618614,1
4017464,16561284,2
4017464,6702943,1
4017464,4017464,1
4017464,17323054,1
4017464,16561429,1
4017464,5790355,4
4017464,4876839,1
6609380,10017944,1
6609380,9057043,28
6609380,16950798,10
6609380,4749004,33
6609380,13722900,11
6609380,15539984,18
6609380,9714476,5
6609380,15732503,6
6609380,15028907,1
6609380,9097065,2
6609380,7574701,1
6609380,15706875,2
6609380,4849988,3
6609380,13675374,7
6609380,16560178,6
6609380,12474164,2
6609380,9235545,2
6609380,17335266,1
6609380,15553218,1
6609380,5319633,5
6609380,15732509,3
6609380,9423829,6
6609380,16327998,2
6609380,16947349,1
6609380,9103732,1
6609380,15404207,1
6609380,16950354,2
6609380,13988443,1
6609380,8710444,1
6609380,6153877,2
6609380,15018449,1
6609380,15674282,3
6609380,16852589,1
6609380,17173852,1
6609380,13836327,2
6609380,18080008,1
6609380,4017464,1
6609380,15467736,1
16520950,1767828,1
16520950,16950550,2
16520950,18509063,1
16520950,7867016,1
16520950,5392778,1
16520950,6155577,1
16520950,10004243,1
11821320,7939979,7
11821320,4260935,5
11821320,7092086,27
11821320,14437742,15
11821320,7939890,6
11821320,2628785,19
11821320,17732291,1
11821320,8276782,4
11821320,16795524,2
11821320,8274021,2
11821320,5327961,2
11821320,6143930,1
7092086,2628785,13
7092086,17732291,1
7092086,11821320,2
7092086,7092086,6
7092086,14437742,8
7092086,2797480,8
7092086,5327961,1
7092086,6143930,6
7092086,17068730,1
7092086,4260935,2
7092086,10612094,2
7092086,4311586,12
7092086,4134539,7
7092086,12336493,1
7092086,16444544,4
7092086,7982896,5
7092086,4665186,4
7092086,8340950,3
7092086,15825861,4
7092086,8262372,3
7092086,8177199,1
7092086,12498338,1
7092086,4422289,3
7092086,8203947,1
7092086,16486385,1
7092086,17361757,1
7092086,12745771,3
7092086,10540188,1
7092086,9747418,2
7092086,4398543,2
7092086,4279887,1
7092086,10543751,1
7092086,16937815,1
7092086,9447255,1
7092086,9291437,1
7092086,12839441,1
7092086,16928740,1
7092086,10955244,1
7092086,12138418,2
7092086,16474159,1
7092086,12476851,2
7092086,10427055,1
7092086,12840470,1
7092086,19611917,2
7092086,16428373,1
7092086,14133114,1
6153877,5052370,6
6153877,18509063,1
6153877,13675374,12
6153877,5786898,5
6153877,19298625,1
6153877,13003574,7
6153877,5900426,2
6153877,9057043,1
6153877,17656886,2
6153877,16950354,1
6153877,6154921,1
6153877,6153877,1
6153877,16950550,2
6153877,15478720,1
6153877,6156152,1
6188181,9423829,13
6188181,9965610,3
6188181,16753901,8
6188181,11841664,1
6188181,9870483,6
6188181,15516413,5
6188181,16913476,7
6188181,4311241,9
6188181,17736755,5
6188181,15525794,3
6188181,5935744,6
6188181,17323054,1
6188181,6188181,3
6188181,17736748,2
6188181,16560178,4
6188181,4749004,1
6188181,10355356,6
6188181,13028455,3
6188181,19091995,5
6188181,8801715,4
6188181,17173852,2
6188181,16547281,1
6188181,11303036,2
6188181,16950115,1
6188181,17360404,2
6188181,16709072,1
6188181,17105218,3
6188181,18267838,2
6188181,11022546,1
6188181,17574013,1
6188181,9067063,1
6188181,7025831,2
6188181,15525711,2
6188181,16427492,1
6188181,16856617,5
6188181,17484564,1
6188181,9612903,2
6188181,17280216,1
6188181,9252296,1
6188181,4152272,1
6188181,4180774,1
6188181,9103732,1
6188181,16992171,1
8231264,8248631,3
8231264,4327684,6
8231264,7600311,10
8231264,11279244,6
8231264,4651929,8
8231264,16735586,4
8231264,8245692,1
8231264,8243455,14
8231264,16795524,10
8231264,14604028,5
8231264,5030808,4
8231264,8244723,9
8231264,7935088,8
8231264,3844799,3
8231264,7934904,6
8231264,10167078,6
8231264,14517691,7
8231264,8227502,1
8231264,4700078,8
8231264,4391978,3
8231264,14154154,2
8231264,4700182,6
8231264,16795838,6
8231264,7503199,1
8231264,8140109,4
8231264,4247099,8
8231264,8244823,6
8231264,11543212,1
8231264,13849557,2
8231264,8199671,1
8231264,19276024,4
8231264,3538129,2
8231264,4116174,3
8231264,8159396,5
8231264,10167116,4
8231264,16316981,2
8231264,16515871,2
8231264,11788830,2
8231264,2557644,2
8231264,13580849,3
8231264,17068730,2
8231264,3806652,2
8231264,3963891,1
8231264,8245513,4
8231264,5247102,3
8231264,8198513,3
8231264,8256186,2
8231264,8246750,1
8231264,8198416,4
8231264,10990803,2
8231264,9750356,3
8231264,8254894,4
8231264,8252067,1
8231264,1591351,1
8231264,16463097,1
8231264,15653432,1
8231264,16621864,2
8231264,15334461,3
8231264,15589411,1
8231264,6219445,1
8231264,8245869,1
8231264,3806573,2
8231264,18598859,1
8231264,4393049,2
8231264,8245146,3
8231264,7563413,1
8231264,4679139,1
8231264,8245014,1
8231264,6557581,2
8231264,8253413,1
8231264,5592307,1
8231264,4119387,1
8231264,15653288,1
10160250,4227544,7
10160250,15595950,1
10160250,13849557,9
10160250,17762417,14
10160250,16735586,2
10160250,13713529,14
10160250,3913629,9
10160250,11210000,11
10160250,4515496,1
10160250,13986583,5
10160250,8069478,8
10160250,13986477,7
10160250,13858797,20
10160250,13803032,1
10160250,10293348,2
10160250,8712361,5
10160250,11157622,8
10160250,8127390,11
10160250,4067286,5
10160250,17438424,11
10160250,17952967,2
10160250,15547235,9
10160250,12612426,3
10160250,15688523,1
10160250,20443501,5
10160250,9539868,1
10160250,17822238,4
10160250,16295025,1
10160250,4700078,4
10160250,16181377,2
10160250,15588389,3
10160250,8349553,2
10160250,17379372,5
10160250,8469124,1
10160250,6143930,2
10160250,3913613,2
10160250,9015568,3
10160250,17867309,1
10160250,10018260,3
10160250,16884962,1
10160250,13968203,1
10160250,10013517,1
10160250,4391978,1
10160250,11137808,1
10160250,4620453,1
10160250,8198317,1
10160250,8198238,1
10160250,3232808,1
10160250,10160250,1
10160250,11605861,1
10160250,17327188,1
10160250,8199671,1
10160250,12548756,1
10160250,11261332,1
10160250,3806652,1
10160250,13167730,1
10160250,17355872,2
10160250,3235409,1
10160250,17304269,3
10160250,17659219,1
10160250,8227502,1
10160250,10167078,2
10160250,12813847,2
10160250,7612147,2
10160250,17340931,1
10160250,10495502,1
10160250,8069432,3
10160250,15481779,3
10160250,3913620,1
10160250,9116228,1
10160250,8980589,1
10160250,11838242,1
17358891,4139768,2
17358891,17728571,2
17358891,17334530,1
17358891,17177103,1
17358891,18929470,1
17358891,17732334,1
17358891,17356467,1
18929470,4139768,2
18929470,17777031,4
18929470,8357933,1
18929470,17732256,1
18929470,17353986,1
18929470,17358891,1
17777031,17732311,1
17777031,8196192,1
17777031,13775274,1
17777031,13736919,3
17777031,8391330,1
17777031,17356442,3
17777031,20556072,8
17777031,11057449,1
17777031,17736641,1
17777031,16545113,1
17777031,17777031,1
17777031,17353986,1
17777031,16675987,1
17777031,11208232,2
16042066,4060628,8
16042066,3180525,2
16042066,4538613,9
16042066,15344242,1
16042066,14522404,1
16042066,17587726,1
16042066,16268751,1
16042066,16945771,1
5669107,5794678,1
5669107,9074101,4
5669107,16691937,1
5669107,6317793,1
5669107,20443457,10
5669107,9048462,1
5669107,10339991,3
5669107,17176927,3
5669107,4575178,3
5669107,4227831,1
5669107,15623649,19
5669107,7980369,1
5669107,16405545,11
5669107,16910799,6
5669107,12789813,5
5669107,6193472,6
5669107,10872426,3
5669107,3944626,3
5669107,17177103,3
5669107,10583715,2
5669107,3945756,1
5669107,10760217,2
5669107,13242336,1
5669107,16195633,3
5669107,13411394,1
5669107,17813001,1
5669107,14073503,4
5669107,6298455,7
5669107,3044500,1
5669107,17177115,1
5669107,5966099,1
5669107,16699958,1
5669107,10281116,2
5669107,3890028,1
5669107,16823703,2
5669107,3945246,1
5669107,4411688,1
5669107,8065771,1
5669107,16350988,2
5669107,8572353,3
5669107,5993001,2
5669107,12782494,1
5669107,9848760,2
5669107,8571259,1
5669107,17729973,1
5669107,11525714,1
5669107,16445338,1
5669107,4228119,1
5669107,4234559,1
5669107,9767705,1
5669107,10673895,1
5669107,16347786,1
5669107,15792643,1
5669107,4235139,1
5669107,8019816,1
5669107,2667980,1
5669107,16361363,2
5669107,11217208,2
5669107,11257084,1
5669107,15610774,1
8899200,14048287,8
8899200,14045854,11
8899200,4488976,15
8899200,5085455,2
8899200,14047760,2
8899200,10642320,6
8899200,12953345,1
8899200,14085813,4
8899200,4102728,1
8899200,5078760,1
8899200,14866379,1
8899200,3180525,1
8899200,14047554,1
8899200,16014834,1
10398171,14045489,13
10398171,4397287,4
10398171,13057994,1
10398171,6896580,2
10398171,16226512,2
10398171,18468751,4
10398171,10013402,2
10398171,4382895,1
10398171,15290335,3
10398171,16515841,8
10398171,14045016,3
10398171,10678017,8
10398171,14044614,7
10398171,14858626,2
10398171,14829351,1
10398171,7924478,3
10398171,14046464,1
10398171,20901068,1
10398171,10649843,10
10398171,7280270,9
10398171,14048538,8
10398171,14203725,7
10398171,12809976,10
10398171,14048876,8
10398171,5085455,5
10398171,19139253,9
10398171,5899328,3
10398171,16433395,4
10398171,10223572,1
10398171,4488976,6
10398171,14199565,3
10398171,4991402,3
10398171,12787696,2
10398171,4850409,1
10398171,14085813,1
11624548,8572353,6
11624548,14127447,7
11624548,3043970,3
11624548,12031406,5
11624548,14757992,3
11624548,14756061,3
11624548,16348875,2
11624548,16405545,2
11624548,17729973,1
11624548,13411525,1
11624548,12868041,2
11624548,18644088,1
11624548,16195633,2
11624548,16181130,2
11624548,12299647,3
11624548,7612147,3
11624548,2660767,1
11624548,10167078,2
11624548,11257084,1
11624548,13652117,1
11624548,10872426,1
11624548,12551020,4
11624548,3944626,3
11624548,16484888,2
11624548,16676038,2
11624548,10792617,1
11624548,17360296,1
11624548,7807684,1
11624548,16339645,1
11624548,17340931,1
11624548,16978882,2
11624548,16714214,1
11624548,16444548,1
11624548,11389855,2
17380309,4173633,1
17380309,8496618,1
17380309,16950550,2
17380309,4917442,8
17380309,4017464,11
17380309,16561284,2
17380309,5790355,3
17380309,5319633,1
17380309,15478720,2
17380309,14493841,1
17380309,13836327,2
17380309,17654519,2
17380309,9085808,1
17380309,16852421,1
17380309,9235545,1
17380309,9423829,1
17380309,5052370,1
17380309,16327998,1
17380309,6153877,3
8496618,13258642,1
8496618,8265467,2
8496618,4542433,1
8496618,5904833,2
8496618,4728865,1
8496618,14621584,2
8496618,16863538,2
8496618,15467736,10
8496618,18084995,2
8496618,8161148,15
8496618,14034206,1
8496618,18232369,1
8496618,16950550,7
8496618,16388736,2
8496618,6153877,6
8496618,15894178,2
8496618,9714476,3
8496618,15894278,2
8496618,6610913,1
8496618,16561224,1
8496618,17358864,1
8496618,17358891,3
8496618,5052370,4
8496618,16340011,1
8496618,16340977,1
8496618,16910799,2
8496618,5164129,1
8496618,16578252,1
8496618,16852421,1
8496618,14374534,1
8496618,17659014,1
8496618,10728333,2
8496618,8496618,1
8496618,5805651,1
8496618,13557064,1
8496618,5893912,1
8496618,10781924,1
16950550,6153877,1
16950550,18509063,2
16950550,16520950,2
16950550,6155577,1
16950550,16950550,1
16950550,6156152,1
4185530,16950767,12
4185530,17323054,12
4185530,13722900,14
4185530,16520950,8
4185530,4017464,12
4185530,6702943,2
4185530,16950443,8
4185530,16561429,2
4185530,5816138,2
4185530,9612903,1
4185530,13842372,3
4185530,16947349,1
4185530,9068024,1
4185530,6154921,1
4185530,16561284,2
4185530,17031293,1
4185530,18302931,1
4185530,7574701,2
4185530,4185530,2
4185530,16327998,1
4185530,9057043,1
4185530,15732503,1
4185530,5319633,1
4185530,19989037,1
16950767,1767828,1
17323054,10017944,1
17323054,10964258,1
17323054,17110007,1
17323054,11841664,7
17323054,15512408,2
17323054,9423829,29
17323054,11876076,2
17323054,12598741,1
17323054,4324567,7
17323054,16547281,11
17323054,4022539,1
17323054,9141404,1
17323054,1622901,4
17323054,16545113,7
17323054,8271875,3
17323054,17435815,1
17323054,17854345,2
17323054,17053270,5
17323054,16851718,8
17323054,5681132,2
17323054,17728695,5
17323054,16851577,5
17323054,13028455,1
17323054,7057730,2
17323054,16856617,1
17323054,19361427,3
17323054,16347283,1
17323054,10553248,1
17323054,16952691,3
17323054,1678567,1
17323054,10682660,1
17323054,17173922,1
17323054,9238937,1
17323054,9154024,1
17323054,17448356,2
17323054,11468088,2
17323054,18551732,2
17323054,16950115,6
17323054,17360404,1
17323054,17357979,2
17323054,14726069,2
17323054,18111410,1
17323054,4381129,1
17323054,9057043,1
17323054,7700444,1
17323054,15732509,1
17323054,15995958,1
17323054,9235545,1
17323054,6611100,1
17323054,16856539,1
17323054,16950121,1
17323054,17484564,1
13722900,5052370,2
13722900,4188325,9
13722900,4749004,9
13722900,16947349,12
13722900,15028907,10
13722900,11841664,2
13722900,6700147,5
13722900,15018449,1
13722900,4515496,2
13722900,10339991,7
13722900,17659014,2
13722900,2648254,5
13722900,12474164,7
13722900,17380309,2
13722900,10682660,2
13722900,4144377,3
13722900,18566361,1
13722900,7574701,3
13722900,4142619,1
13722900,15474790,1
13722900,15478720,3
13722900,13988443,1
13722900,16950767,1
13722900,17173922,1
13722900,17335266,1
13722900,15732509,1
4228105,4201020,4
4228105,4665627,10
4228105,9051500,1
4228105,17340973,6
4228105,4201555,3
4228105,15894178,1
4228105,15894278,6
4228105,16947349,2
4228105,6188181,2
4228105,6182848,4
4228105,13007383,2
4228105,17587734,3
4228105,14539753,1
4228105,17110189,1
4228105,17535542,2
4228105,4190567,2
4228105,16339338,3
4228105,9848760,7
4228105,17335266,2
4228105,9519425,1
4228105,5319633,1
4228105,8025665,1
4228105,2505266,1
4228105,9037152,1
4228105,4227880,3
4228105,11362334,1
4228105,15590555,1
4228105,4195012,1
4228105,16350988,1
4228105,16758011,1
4228105,4721087,1
10949030,11455472,7
10949030,10949382,2
10949030,7184082,2
10949030,9640873,2
10949030,8257672,2
10949030,16961482,4
10949030,4039711,1
10949030,10612094,1
10949030,17729195,4
10949030,21220994,3
10949030,21136945,1
10949030,19919566,3
10949030,16485518,1
10949030,11719626,2
10949030,10714526,3
10949030,5704424,5
10949030,2910892,6
10949030,11756023,1
10949030,17729020,1
10949030,9508724,1
10949030,11291653,1
10949030,16472086,1
10949030,8057753,1
10949030,5755261,1
10949030,14797760,1
10949030,10949030,1
10949030,15587533,1
10949030,11717014,1
10949030,16595001,1
10949382,12874044,1
10949382,17435678,1
10949382,4039711,2
10949382,7880001,1
10949382,5516552,1
10949382,12122924,2
10949382,10949382,1
10949382,18080008,2
10949382,17031293,3
10949382,10612630,1
10949382,15068806,1
10949382,14656798,1
10949382,1591351,1
10949382,8349454,1
10949382,5805651,3
10949382,8571259,1
4152272,5966099,2
4152272,6188181,7
4152272,6190181,10
4152272,20443457,14
4152272,17340931,1
4152272,16385470,6
4152272,16405545,11
4152272,4337398,9
4152272,6611100,2
4152272,9848760,5
4152272,16339338,6
4152272,5971400,4
4152272,11465297,3
4152272,4381377,5
4152272,10673895,6
4152272,15673715,2
4152272,7807684,1
4152272,15673454,2
4152272,17013073,1
4152272,15605297,5
4152272,18464581,6
4152272,13411394,1
4152272,3664102,1
4152272,13557064,3
4152272,17535542,4
4152272,11624548,1
4152272,15524629,1
4152272,10785260,1
4152272,9767705,1
4152272,13727202,1
4152272,9423829,2
4152272,8019816,1
4152272,8161148,1
4144377,4017464,13
4144377,15467736,5
4144377,5790355,8
4144377,16950798,7
4144377,17173852,4
4144377,13727202,19
4144377,18084995,7
4144377,16560178,7
4144377,15404207,15
4144377,6156152,30
4144377,7574701,23
4144377,4917442,6
4144377,17173922,3
4144377,13722900,5
4144377,12474164,5
4144377,17654514,4
4144377,10612094,1
4144377,10682660,3
4144377,5966099,2
4144377,17276867,1
4144377,15706875,8
4144377,11102156,2
4144377,16327998,6
4144377,6610913,3
4144377,16561429,1
4144377,6702943,3
4144377,16950354,3
4144377,9097065,1
4144377,13842372,4
4144377,9103732,1
4144377,13675374,4
4144377,5052370,1
4144377,9237734,1
4144377,9423829,2
4144377,6154921,1
4144377,5319633,1
4144377,16691937,1
4144377,4142619,1
4144377,9384504,1
4144377,17110007,1
4144377,5786898,1
4144377,15823055,1
4144377,6153877,1
4337398,4152272,8
4337398,16405545,12
4337398,20443457,18
4337398,5971400,5
4337398,4381377,4
4337398,4473922,1
4337398,6188181,11
4337398,10673895,7
4337398,18464581,5
4337398,11306294,1
4337398,15605297,6
4337398,9848760,4
4337398,17535542,6
4337398,13727202,4
4337398,16339338,8
4337398,13557064,5
4337398,4227831,1
4337398,6190181,10
4337398,10785260,6
4337398,9423829,4
4337398,13411394,3
4337398,4228105,1
4337398,16385470,1
4337398,5966099,6
4337398,16339645,3
4337398,17340931,1
4337398,11465297,4
4337398,17013073,3
4337398,9097065,1
4337398,16578252,1
4337398,4337398,1
4337398,16691937,1
4337398,15673454,1
4337398,15736398,1
4142619,4152272,1
4142619,9961098,1
4142619,17535542,14
4142619,9069084,12
4142619,4017464,6
4142619,16934932,8
4142619,10017944,2
4142619,9091922,3
4142619,17356024,10
4142619,4173633,3
4142619,9068346,8
4142619,15894278,2
4142619,9057043,9
4142619,9067063,8
4142619,6188181,6
4142619,16671014,8
4142619,6653450,1
4142619,7574701,1
4142619,6190181,1
4142619,15732509,1
4142619,9384504,1
4142619,4390116,2
4142619,15018449,4
4142619,17105218,1
4142619,6153877,4
4142619,4337398,1
6190181,9062992,2
6190181,16699958,1
6190181,10234576,2
6190181,16361363,2
6190181,5745929,2
6190181,14334367,1
6190181,18058793,4
6190181,9423829,5
6190181,17110007,2
6190181,15612283,1
6190181,9965610,3
6190181,9870483,2
6190181,19786464,1
6190181,18500988,1
6190181,17975547,11
6190181,17053270,6
6190181,15722990,7
6190181,18267838,9
6190181,8271875,2
6190181,18106257,2
6190181,17736641,3
6190181,7025064,1
6190181,10792336,11
6190181,19881737,13
6190181,17280216,1
6190181,9714476,6
6190181,17736755,6
6190181,4408397,3
6190181,16709072,2
6190181,10553248,1
6190181,16753901,1
6190181,16635345,1
6190181,8801715,1
6190181,4311241,1
6190181,19091995,9
6190181,16937395,10
6190181,18305476,2
6190181,10473853,2
6190181,10355356,2
6190181,17353986,1
6190181,20172310,2
6190181,9251793,2
6190181,16547297,1
6190181,7283193,1
6190181,12598741,1
6190181,16933362,1
6190181,19835787,1
6190181,13028455,1
6190181,10238739,1
6190181,6188181,1
6190181,16547292,1
4190567,14077615,5
4190567,5976168,1
4190567,6611100,8
4190567,13718916,2
4190567,8717042,2
4190567,10673895,21
4190567,7594047,8
4190567,14083681,2
4190567,17166682,4
4190567,15623649,7
4190567,15588620,13
4190567,10568310,1
4190567,17784367,8
4190567,14540633,3
4190567,2650887,1
4190567,4473922,7
4190567,4201555,4
4190567,14659793,1
4190567,12262910,2
4190567,9848760,3
4190567,4381377,15
4190567,15668309,4
4190567,17165711,2
4190567,20443457,6
4190567,15632371,1
4190567,5738449,1
4190567,15974183,1
4190567,9251793,2
4190567,17276867,6
4190567,14133114,3
4190567,8118947,4
4190567,7057894,1
4190567,16475849,1
4190567,7540581,2
4190567,16913476,2
4190567,15673454,3
4190567,8864785,1
4190567,16823703,1
4190567,9252296,2
4190567,4152272,1
4190567,17176927,1
4190567,4228119,1
4190567,4433197,1
4190567,17013073,1
4190567,4598363,1
8338584,16471422,1
8338584,4227831,5
8338584,8877158,1
8338584,16758011,6
8338584,17176927,4
8338584,13953356,1
8338584,4022539,2
8338584,4234559,1
8338584,4408397,21
8338584,13806524,5
8338584,4199033,21
8338584,14334367,1
8338584,4515496,5
8338584,16846805,4
8338584,17315288,3
8338584,11524047,2
8338584,7055857,6
8338584,4241237,8
8338584,8980589,2
8338584,4230749,5
8338584,4721087,2
8338584,4228119,6
8338584,4235139,1
8338584,4575178,1
8338584,9051960,3
8338584,4408362,2
8338584,8798010,9
8338584,14071613,6
8338584,4227880,3
8338584,4234009,2
8338584,17016974,10
8338584,4433960,16
8338584,14319185,3
8338584,5169587,2
8338584,10918898,3
8338584,16544462,4
8338584,4409374,1
8338584,19175973,10
8338584,17813457,1
8338584,4195012,3
8338584,4408369,5
8338584,18028397,1
8338584,16223537,1
8338584,7187384,1
8338584,17373283,4
8338584,5326407,2
8338584,9965610,1
8338584,10056280,1
8338584,4411542,1
8338584,14541927,3
8338584,8078096,8
8338584,3664102,1
8338584,16883909,3
8338584,15421363,1
8338584,17176911,2
8338584,15571194,1
8338584,5395823,2
8338584,8338584,2
8338584,14540633,1
8338584,14539753,4
8338584,7540581,3
8338584,8542422,2
8338584,17355757,1
8338584,4190567,1
8338584,8069365,1
8338584,2650887,1
8338584,5516552,1
8338584,8565131,1
8338584,4228105,1
8338584,12587013,1
8338584,8864785,1
8338584,5321459,1
8338584,16630385,1
8338584,8262372,1
8338584,4241192,2
8338584,7700444,1
8338584,18035864,1
8338584,4473922,1
8338584,9251793,1
14531828,16595001,6
14531828,17464168,6
14531828,16490014,4
14531828,12367568,1
14531828,11756023,2
14531828,7590264,1
7807080,7769237,2
7807080,5350411,3
7574701,18080008,1
7574701,15732503,6
7574701,4180774,8
7574701,15467736,1
7574701,9057043,1
7574701,16950354,3
7574701,13727202,21
7574701,15404207,13
7574701,5786898,3
7574701,4144377,5
7574701,9103732,4
7574701,6193472,12
7574701,20911961,2
7574701,13722900,8
7574701,6610913,2
7574701,17654514,1
7574701,6609380,2
7574701,12474164,10
7574701,16327998,2
7574701,16560178,2
7574701,6700147,1
7574701,15732509,1
7574701,16520950,1
7574701,15706875,2
7574701,16950798,15
7574701,11841664,4
7574701,16578252,4
7574701,17173922,5
7574701,4515496,1
7574701,5319633,3
7574701,9423829,1
7574701,2648254,1
7574701,15478720,1
7574701,15018449,1
7574701,15539984,1
7574701,5052370,3
7574701,6156152,2
7574701,4017464,1
7574701,16924423,2
7574701,5966099,1
7574701,6154921,1
7574701,6153877,1
7574701,17173852,1
7574701,17335266,1
7574701,17897230,1
7574701,16691937,1
7574701,4337398,1
7574701,16340998,1
7574701,9480916,1
7574701,17656886,1
4180774,7574701,34
4180774,18080008,1
4180774,13727202,21
4180774,15404207,28
4180774,5319633,2
4180774,16950798,19
4180774,11102156,5
4180774,16950354,11
4180774,12474164,11
4180774,6156152,23
4180774,4017464,7
4180774,4337398,1
4180774,17173922,3
4180774,9103732,5
4180774,13722900,6
4180774,15674282,1
4180774,15706875,4
4180774,16561284,1
4180774,5790355,4
4180774,16327998,2
4180774,15823055,1
4180774,4917442,3
4180774,16578252,1
4180774,8161148,1
4180774,18084995,2
4180774,15732503,2
4180774,16560178,4
4180774,15467736,1
4180774,8710444,1
4180774,5052370,1
4180774,13842372,2
4180774,17654514,1
4180774,6702943,3
4180774,15478720,1
4180774,17173852,2
4180774,16856539,1
4180774,6193472,2
4180774,9423829,2
4180774,10682660,1
4180774,4849988,1
9961098,9384504,2
9961098,15964206,4
9961098,17356024,9
9961098,4142619,3
9961098,17535542,12
9961098,17654519,2
9961098,9057043,8
9961098,9051500,1
9961098,13836327,9
9961098,9069084,11
9961098,9068346,3
9961098,9067063,9
9961098,4180774,1
9961098,16671014,6
9961098,15732509,1
9961098,4152272,1
9961098,15672263,2
9961098,12474164,1
9961098,6188181,7
9961098,17110007,4
9961098,17639824,2
9961098,16934932,6
9961098,17357979,1
9961098,10447988,1
9961098,6153877,4
9961098,4849988,1
9961098,15894178,3
9961098,6049565,1
9961098,10017944,1
9961098,9612903,2
9961098,18500988,2
9961098,15736398,1
9961098,4173633,1
9961098,8132513,2
9961098,5859372,1
9961098,6190181,1
9961098,4337398,2
9961098,4390116,1
9961098,4144377,1
9961098,15018449,1
9961098,15894278,1
10017944,4144377,2
10017944,9069084,10
10017944,17535542,7
10017944,9051500,7
10017944,14328512,1
10017944,9067063,8
10017944,17356024,4
10017944,12474164,4
10017944,9068346,1
10017944,17110007,7
10017944,11841664,1
10017944,6188181,5
10017944,9057043,13
10017944,15894178,4
10017944,8132513,1
10017944,13836327,5
10017944,9961098,1
10017944,17357979,1
10017944,6153877,2
10017944,16520950,1
10017944,17654519,2
10017944,9612903,4
10017944,20911961,2
10017944,6653450,1
10017944,4173633,2
10017944,18500988,2
10017944,7574701,1
10017944,4017464,2
10017944,16560178,1
10017944,6190181,2
10017944,10017944,3
10017944,8357933,1
10017944,15553218,2
10017944,15612283,1
10017944,6609380,1
10017944,18163015,1
10017944,17335266,1
10017944,17373283,1
10017944,17176911,1
10017944,15732509,1
10017944,9384504,2
15894178,16667592,3
15894178,1622901,5
15894178,16952691,2
15894178,16422744,1
15894178,16952671,1
15894178,16851577,1
15894178,7124156,1
15894178,17087885,1
15894178,12789813,2
15894178,16340998,1
15894178,19881737,1
15894178,13007383,1
15894178,13727202,1
15894178,14938436,1
15894178,15894278,1
15894178,19298644,1
17663944,16934932,4
17663944,4180774,15
17663944,9068346,3
17663944,9067063,1
17663944,9521722,2
17663944,4142619,1
17663944,4144377,30
17663944,9519425,1
17663944,5782947,3
17663944,5898284,3
17663944,15894178,1
17663944,16947349,3
17663944,19950281,1
17663944,13003574,1
17663944,14588375,4
17663944,17639824,1
17663944,4190567,6
17663944,4188325,1
17663944,19156025,4
17663944,4185530,2
17663944,17535542,2
17663944,13646473,2
17663944,17356024,1
17663944,17031293,1
17663944,15618614,2
17663944,7574701,2
17663944,4201555,2
17663944,4849988,1
17663944,16561429,2
